---3 Generar una consulta que muestre el total de procesos de la instancia.

"ADDR"	"PID"	"SOSID"	"SPID"	"STID"	"EXECUTION_TYPE"	"PNAME"	"USERNAME"	"SERIAL#"	"TERMINAL"	"PROGRAM"	"TRACEID"	"TRACEFILE"	"BACKGROUND"	"LATCHWAIT"	"LATCHSPIN"	"PGA_USED_MEM"	"PGA_ALLOC_MEM"	"PGA_FREEABLE_MEM"	"PGA_MAX_MEM"	"NUMA_DEFAULT"	"NUMA_CURR"	"CPU_USED"	"CON_ID"
"SAMPLE_ID"	"SAMPLE_TIME"	"SAMPLE_TIME_UTC"	"USECS_PER_ROW"	"IS_AWR_SAMPLE"	"SESSION_ID"	"SESSION_SERIAL#"	"SESSION_TYPE"	"FLAGS"	"USER_ID"	"SQL_ID"	"IS_SQLID_CURRENT"	"SQL_CHILD_NUMBER"	"SQL_OPCODE"	"SQL_OPNAME"	"FORCE_MATCHING_SIGNATURE"	"TOP_LEVEL_SQL_ID"	"TOP_LEVEL_SQL_OPCODE"	"SQL_ADAPTIVE_PLAN_RESOLVED"	"SQL_FULL_PLAN_HASH_VALUE"	"SQL_PLAN_HASH_VALUE"	"SQL_PLAN_LINE_ID"	"SQL_PLAN_OPERATION"	"SQL_PLAN_OPTIONS"	"SQL_EXEC_ID"	"SQL_EXEC_START"	"PLSQL_ENTRY_OBJECT_ID"	"PLSQL_ENTRY_SUBPROGRAM_ID"	"PLSQL_OBJECT_ID"	"PLSQL_SUBPROGRAM_ID"	"QC_INSTANCE_ID"	"QC_SESSION_ID"	"QC_SESSION_SERIAL#"	"PX_FLAGS"	"EVENT"	"EVENT_ID"	"EVENT#"	"SEQ#"	"P1TEXT"	"P1"	"P2TEXT"	"P2"	"P3TEXT"	"P3"	"WAIT_CLASS"	"WAIT_CLASS_ID"	"WAIT_TIME"	"SESSION_STATE"	"TIME_WAITED"	"BLOCKING_SESSION_STATUS"	"BLOCKING_SESSION"	"BLOCKING_SESSION_SERIAL#"	"BLOCKING_INST_ID"	"BLOCKING_HANGCHAIN_INFO"	"CURRENT_OBJ#"	"CURRENT_FILE#"	"CURRENT_BLOCK#"	"CURRENT_ROW#"	"TOP_LEVEL_CALL#"	"TOP_LEVEL_CALL_NAME"	"CONSUMER_GROUP_ID"	"XID"	"REMOTE_INSTANCE#"	"TIME_MODEL"	"IN_CONNECTION_MGMT"	"IN_PARSE"	"IN_HARD_PARSE"	"IN_SQL_EXECUTION"	"IN_PLSQL_EXECUTION"	"IN_PLSQL_RPC"	"IN_PLSQL_COMPILATION"	"IN_JAVA_EXECUTION"	"IN_BIND"	"IN_CURSOR_CLOSE"	"IN_SEQUENCE_LOAD"	"IN_INMEMORY_QUERY"	"IN_INMEMORY_POPULATE"	"IN_INMEMORY_PREPOPULATE"	"IN_INMEMORY_REPOPULATE"	"IN_INMEMORY_TREPOPULATE"	"IN_TABLESPACE_ENCRYPTION"	"CAPTURE_OVERHEAD"	"REPLAY_OVERHEAD"	"IS_CAPTURED"	"IS_REPLAYED"	"IS_REPLAY_SYNC_TOKEN_HOLDER"	"SERVICE_HASH"	"PROGRAM"	"MODULE"	"ACTION"	"CLIENT_ID"	"MACHINE"	"PORT"	"ECID"	"DBREPLAY_FILE_ID"	"DBREPLAY_CALL_COUNTER"	"TM_DELTA_TIME"	"TM_DELTA_CPU_TIME"	"TM_DELTA_DB_TIME"	"DELTA_TIME"	"DELTA_READ_IO_REQUESTS"	"DELTA_WRITE_IO_REQUESTS"	"DELTA_READ_IO_BYTES"	"DELTA_WRITE_IO_BYTES"	"DELTA_INTERCONNECT_IO_BYTES"	"DELTA_READ_MEM_BYTES"	"PGA_ALLOCATED"	"TEMP_SPACE_ALLOCATED"	"CON_DBID"	"CON_ID"	"DBOP_NAME"	"DBOP_EXEC_ID"
358781	11-JAN-24 07.26.46.286000000 PM	12-JAN-24 01.26.46.000000000 AM	1000178	"N"	180	31616	"FOREGROUND"	0	0	"by6vxzfk2f995"	"N"	0	3	"SELECT"	2797808290873834159	"by6vxzfk2f995"	3	1	3812242703	2905781256		""	""											"db file sequential read"	2652584166	179	5306	"file#"	2	"block#"	1308	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	717883	"NO HOLDER"				""	70	1	50258	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0				1000179	2	0	16384	0	16384	1171456	3948544	1048576	1427127934	0	""	0
358780	11-JAN-24 07.26.45.285000000 PM	12-JAN-24 01.26.45.000000000 AM	1000244	"N"	180	31616	"FOREGROUND"	0	0	"by6vxzfk2f995"	"N"	0	3	"SELECT"	2797808290873834159	"by6vxzfk2f995"	3	1	3812242703	2905781256		""	""											"db file sequential read"	2652584166	179	5300	"file#"	2	"block#"	1324	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	957700	"NO HOLDER"				""	70	1	50258	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	517549141	496913	549099	518116669	28	0	229376	0	229376	139739136	4669440	1048576	1427127934	0	""	0
358262	11-JAN-24 07.18.07.169000000 PM	12-JAN-24 01.18.07.000000000 AM	1000237	"N"	180	31616	"FOREGROUND"	16	0	""	"Y"	-1	0	""	0	""	0	0	0	0		""	""											"PGA memory operation"	1800992443	562	4393	""	0	""	0	""	0	"Other"	1893977003	0	"WAITING"	286	"UNKNOWN"				""	70	1	50258	0	94	"V8 Bundled Exec"	19640			0	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	42016191	270747	271571	42009728	0	0	0	0	0	84303872	2899968	1048576	1427127934	0	""	0
358220	11-JAN-24 07.17.25.159000000 PM	12-JAN-24 01.17.25.000000000 AM	1000220	"N"	180	31616	"FOREGROUND"	16	0	"109qdmc4bbgj4"	"Y"	1	3	"SELECT"	1562917618895987137	"109qdmc4bbgj4"	3	1	3369392381	3769551759	18	"INDEX"	"RANGE SCAN"	16777220	11-JAN-24									""			3961	"driver id"	675562835	"#bytes"	1	""	0	""		1	"ON CPU"	0	"NOT IN WAIT"				""	70	1	50258	0	94	"V8 Bundled Exec"	19640			1024	"N"	"N"	"N"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	116174664	809997	1708954	115025688	3	0	57344	0	57344	186482688	2965504	1048576	1427127934	0	""	0
358105	11-JAN-24 07.15.30.133000000 PM	12-JAN-24 01.15.30.000000000 AM	1000190	"N"	180	31616	"FOREGROUND"	16	0	"54m6zqctst9u7"	"Y"	0	3	"SELECT"	17121619367397147085	"54m6zqctst9u7"	3	0	3052798959	0	68	"TABLE ACCESS"	"FULL"	16777216	11-JAN-24									"db file scattered read"	506183215	180	3495	"file#"	1	"block#"	91720	"blocks"	5	"User I/O"	1740759767	0	"WAITING"	135926	"NO HOLDER"				""	94	1	91720	0	94	"V8 Bundled Exec"	19640			1024	"N"	"N"	"N"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0				1000189	14	0	245760	0	245760	2981888	20922368	1048576	1427127934	0	""	0
358104	11-JAN-24 07.15.29.133000000 PM	12-JAN-24 01.15.29.000000000 AM	1000259	"N"	180	31616	"FOREGROUND"	0	0	"54m6zqctst9u7"	"N"	0	3	"SELECT"	17121619367397147085	"54m6zqctst9u7"	3	1	3052798959	380268681		""	""											"db file sequential read"	2652584166	179	3350	"file#"	1	"block#"	51971	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	109196	"NO HOLDER"				""	367	1	29469	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	274106884	204988	482015	274064957	12	0	98304	0	98304	64331776	6832128	1048576	1427127934	0	""	0
357830	11-JAN-24 07.10.55.068000000 PM	12-JAN-24 01.10.55.000000000 AM	1000255	"N"	180	31616	"FOREGROUND"	0	0	"fzzbk2zw05r5c"	"N"	0	3	"SELECT"	2488976220062661185	"fzzbk2zw05r5c"	3	1	4028962626	3273193879		""	""											"db file sequential read"	2652584166	179	3080	"file#"	1	"block#"	28929	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	216104	"NO HOLDER"				""	367	1	29469	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	10107304	765092	1061555	10002111	22	0	180224	0	180224	85262336	3096576	0	1427127934	0	""	0
357820	11-JAN-24 07.10.45.066000000 PM	12-JAN-24 01.10.45.000000000 AM	1000267	"N"	180	31616	"FOREGROUND"	16	0	"2bdcp1uwx8utq"	"Y"	0	3	"SELECT"	10091368517336785565	"2bdcp1uwx8utq"	3	0	470967364	0	20	"TABLE ACCESS"	"BY INDEX ROWID BATCHED"	16777216	11-JAN-24									"db file sequential read"	2652584166	179	1993	"file#"	1	"block#"	26886	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	76834	"NO HOLDER"				""	367	1	26886	0	94	"V8 Bundled Exec"	19640			1024	"N"	"N"	"N"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	718393	83527	243745	1000267	85	0	6037504	0	6037504	16949248	12795904	0	1427127934	0	""	0
357819	11-JAN-24 07.10.44.066000000 PM	12-JAN-24 01.10.44.000000000 AM	1000198	"N"	180	31616	"FOREGROUND"	16	0	"3ck5ur13wmmaj"	"Y"	0	3	"SELECT"	15432541685446614778	"3ck5ur13wmmaj"	3	1	1261828474	4239450511		""	""											""			1737	""	65536	""	1	""	0	""		4	"ON CPU"	0	"NOT IN WAIT"				""	40	1	81431	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	1283580	167055	1248461	1000197	676	0	5537792	0	5537792	16146432	8077312	0	1427127934	0	""	0
357818	11-JAN-24 07.10.43.066000000 PM	12-JAN-24 01.10.43.000000000 AM	1000286	"N"	180	31616	"FOREGROUND"	16	0	"109qdmc4bbgj4"	"Y"	0	3	"SELECT"	1562917618895987137	"109qdmc4bbgj4"	3	0	3369392381	0	18	"INDEX"	"RANGE SCAN"	16777216	11-JAN-24									"db file sequential read"	2652584166	179	992	"file#"	1	"block#"	23346	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	44467	"NO HOLDER"				""	40	1	23346	0	94	"V8 Bundled Exec"	19640			1024	"N"	"N"	"N"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	175765185	556356	953335	176038990	97	0	794624	0	794624	21348352	12599296	0	1427127934	0	""	0
357642	11-JAN-24 07.07.47.027000000 PM	12-JAN-24 01.07.47.000000000 AM	1000231	"N"	180	31616	"FOREGROUND"	0	0	"8uwh2br2ffvss"	"N"	0	3	"SELECT"	17567656776432665688	"8uwh2br2ffvss"	3	1	2201858911	2267650734		""	""											"db file sequential read"	2652584166	179	183	"file#"	1	"block#"	12438	"blocks"	1	"User I/O"	1740759767	0	"WAITING"	7501	"NO HOLDER"				""	-1	0	0	0	94	"V8 Bundled Exec"	19640			1168	"N"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	3204139	121278	1974314	2000433	22	0	237568	0	237568	5496832	2113536	0	1427127934	0	""	0
357640	11-JAN-24 07.07.45.026000000 PM	12-JAN-24 01.07.45.000000000 AM	1000191	"N"	180	31616	"FOREGROUND"	0	0	""	"N"	0	0	""	0	"d9q2q82g1tuzx"	3	0	0	0		""	""											"Disk file operations I/O"	166678035	18	18	"FileOperation"	8	"fileno"	0	"filetype"	8	"User I/O"	1740759767	0	"WAITING"	854061	"UNKNOWN"				""	-1	0	0	0	115	"OAUTH"	19640			8	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0				1000188	0	1	0	5120	5120	0	1130496	0	1427127934	0	""	0
357639	11-JAN-24 07.07.44.026000000 PM	12-JAN-24 01.07.44.000000000 AM	1000171	"N"	180	31616	"FOREGROUND"	0	0	""	"N"	0	0	""	0	"d9q2q82g1tuzx"	3	0	0	0		""	""											"Disk file operations I/O"	166678035	18	16	"FileOperation"	8	"fileno"	0	"filetype"	28	"User I/O"	1740759767	0	"WAITING"	864441	"UNKNOWN"				""	-1	0	0	0	115	"OAUTH"				8	"Y"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	"N"	4011337522	"SQL Developer"	"SQL Developer"	""	""	"pc-joba.fi.unam"	65484	""	0	0	4205	19975	12356	248475	6	0	16384	0	16896	0	1130496	0	1427127934	0	""	0


****CONCLUSIONES 
****************

¿El ejercicio aportó y/o mejoró la comprensión del concepto ?
Con este ejercicio pudimos identificar el procedimiento asociados a sesiones y a procesos de background

Problemas identificados durante su elaboración así como la forma en la que se solucionaron
No se presentaron errores

Comentarios, sugerencias.
